,price
49896,2177
10449,4788
9999,4704
17090,6814
21813,9886
34851,878
11675,5058
1144,2922
51853,2423
17743,7143
44792,1624
44768,1621
20640,8930
35852,917
22121,10149
8781,4469
38484,1031
53894,2751
11877,5110
34388,863
3821,3470
40836,1172
14050,605
8531,4428
35530,905
47167,1835
34121,853
28034,658
43833,1445
10387,593
11638,5051
3240,3354
13899,5656
7663,4270
39995,1107
37654,992
7747,4279
23051,11082
10635,4831
47577,1875
20303,8716
38946,489
33379,827
48991,2048
53607,2702
12799,5337
28752,680
19581,8212
48708,2010
28775,681
10392,593
8495,4420
4010,3519
20768,9007
25367,642
14070,5708
17252,6905
8887,4487
20345,8743
2070,3107
737,557
47100,1826
41573,1238
9944,4693
31316,758
35677,910
7213,4191
29746,708
33997,847
17445,6997
48137,1940
22291,10340
13610,5569
3843,3473
52655,2548
5390,574
11601,5044
16355,608
33057,814
51645,544
43306,1402
34490,867
53760,2725
29415,700
41181,1200
42433,1314
47036,1819
51470,2376
40639,1153
27908,657
29973,715
8993,4510
2247,3149
52886,2583
21816,9891
7647,4269
45326,524
8408,4402
22336,10384
40527,1147
40730,1162
16047,608
6824,4119
28077,662
3710,3451
11262,4969
30040,719
17954,7257
44204,1569
47892,1913
8771,4468
4385,571
48466,1977
710,2855
37960,1007
50228,2231
4997,3741
51017,2327
17231,6890
4318,3595
23279,11302
15389,607
40759,1163
52392,2508
16403,6548
50025,2197
48785,2021
3491,3398
34781,877
39267,1069
5967,3950
34233,855
404,554
23802,11863
30361,729
4506,3632
11347,4989
2405,3178
49035,2054
44083,1554
28232,666
7182,4186
28050,660
47181,1836
40196,1121
47857,1909
48273,1956
8306,4388
15183,6098
41071,1192
7936,4318
31803,774
35146,890
53364,2657
50938,2320
41897,1260
22607,10659
48648,537
48234,1949
20204,8644
33475,828
3779,3461
48612,1998
12810,5342
40433,1136
1551,3002
3489,3398
21609,9704
52824,2573
44569,1606
20315,8731
51441,2375
47520,1867
23125,11150
20122,8585
2727,565
10563,4816
21613,9706
34610,470
39128,1061
6479,4057
8168,4362
18658,7623
39412,1076
31870,776
40786,1168
48165,1942
11075,4922
12932,5383
24389,638
721,556
45770,1707
9345,4583
46937,1815
48559,1991
1106,2913
47275,1844
4959,3734
51211,2352
31629,450
45327,524
32010,777
39467,1079
49470,2113
31730,772
9442,4592
48652,537
52923,2590
16153,6458
41258,500
40763,1165
30005,716
20205,8644
10070,591
21096,9265
42463,1316
43851,1447
51886,2429
45504,1681
35753,911
43219,1397
20564,8877
8035,4334
45663,1694
41891,1259
16784,6686
41505,1234
46658,1787
30125,720
15047,605
14143,5739
31910,776
19304,8019
44088,1554
43172,1389
4178,3556
11988,5143
17308,6936
14301,5792
1729,561
30342,727
32459,794
40705,1158
51183,2348
43196,1395
44815,1624
14734,5932
6791,4114
34387,863
35391,899
11514,5021
27855,652
13413,5510
29812,709
33394,828
4156,3548
39569,1081
35731,911
46626,526
3434,3387
28859,684
47136,1830
52500,2525
13971,5689
23564,11574
20910,9123
29186,694
40991,1181
14937,6017
34201,854
45887,1720
10744,4851
35610,473
444,2815
51128,2340
16671,6664
8343,4398
36524,945
18373,616
50743,2297
45842,1715
2875,3276
50805,2306
53207,2634
28436,670
14349,5809
46767,1802
14715,605
39411,1076
11091,4928
44320,521
41364,1219
52093,2458
33566,830
3154,3333
22200,10241
5190,3775
9269,4562
21234,9383
214,2780
50305,544
31251,758
22683,629
34688,873
37973,1007
16306,6526
2058,561
18395,7476
1328,2960
13180,5450
50144,2215
44233,1572
52956,552
29064,687
4493,3629
44560,1605
50004,2194
36116,927
37255,977
33873,844
7400,579
37764,999
9924,4691
15734,6294
3425,3384
619,2839
39522,1080
49448,2111
37928,485
10895,4884
4357,3603
316,2801
17934,7244
39198,1064
14220,5763
44373,1580
2430,3183
8949,4498
38903,1052
16686,421
10641,4833
575,2834
10801,4862
49870,2175
34026,849
6851,4125
14172,5750
44684,1610
36011,921
34135,854
38424,1026
15120,6077
48773,2020
33066,814
5876,3924
37011,965
3389,408
43937,515
16583,6622
1333,2960
14038,5706
39352,1073
9405,4586
38801,1046
21864,9926
46706,1792
7766,4284
35050,884
18983,7813
29219,695
48002,1919
19614,8233
35141,889
40964,1179
15839,6335
14535,5868
3019,3307
11120,4937
20643,8932
40749,1163
49142,2067
49045,2056
13840,5641
50985,544
37995,1008
38705,1041
39323,1071
51858,2425
14727,605
42395,1307
31721,772
29382,698
44925,1632
28435,670
36165,929
11319,4986
5210,3780
5574,3862
52407,2511
31595,367
43808,1443
46401,1766
46570,1784
17384,612
43010,1369
38628,489
44942,1634
2510,3199
28632,434
43374,1409
11903,5120
35079,886
35197,891
30167,721
45417,1668
30242,723
5003,3743
15627,6271
53255,2647
15610,6261
7889,4312
915,2879
39924,1105
40653,1154
46808,1807
43377,1409
7239,4195
6476,4054
41721,1243
30889,743
31242,757
43410,1412
29679,707
2904,3283
4262,3581
17764,7154
20909,9123
18696,619
18697,619
37935,486
6018,3964
38117,1013
32151,787
11922,5125
31613,371
45620,1692
53137,2620
50956,2323
8578,4436
4489,3626
44526,1601
53320,2652
33274,462
15626,6271
48278,1956
17872,7213
53907,2753
42834,1356
43549,1429
10792,4861
21994,10063
34469,866
53153,2623
33921,844
19199,7950
776,2859
49619,2139
3690,3447
10240,4746
22732,10752
29138,692
8811,4476
3550,3415
2406,3179
20221,8654
4764,3689
23245,11255
48915,2041
35381,899
8120,4352
19357,622
41963,505
20011,421
47865,1911
33651,834
53849,2741
3461,3391
7871,4309
22938,10980
33512,828
793,2862
19505,8138
28794,682
20737,8977
51089,2335
44531,1602
44520,1601
37207,974
53804,2732
45595,1689
51758,2406
6830,4120
43314,1402
9822,4672
37680,992
2685,3243
27946,431
19883,8431
29755,709
37540,988
50867,2313
47566,1875
6567,4077
41093,1193
49917,2184
41725,1243
21618,9710
8411,4403
46282,1755
32401,791
38493,1031
43884,1453
3377,408
34320,859
4260,3580
53688,2716
6802,4116
22000,10070
15474,6196
48840,2030
3553,3416
47251,1842
2065,561
9339,4580
11867,5107
45763,1706
16806,6702
9117,4533
16441,6565
31820,775
34321,859
33545,829
22330,10377
18580,7579
10031,416
42731,1343
12529,5265
23807,11868
417,556
9133,4536
17465,7005
37448,984
48311,535
1484,2987
18822,7710
51842,2423
13583,5557
52591,2540
49154,2070
10306,4762
10214,4742
10803,4862
11575,5038
9005,4513
15002,6043
2758,3250
35705,911
49514,2122
31177,756
39620,491
7396,579
36064,924
50922,2319
9221,4557
2938,3292
12183,5184
36336,936
13619,5572
14643,5914
47680,1882
9384,589
31055,752
330,2803
13574,5556
36697,952
40410,1134
40279,494
27966,658
23151,11167
48895,2040
38955,489
916,2879
4404,571
3905,3492
40932,499
33734,839
41089,1192
52786,2567
45458,1675
12584,5281
41150,1197
3351,3380
8337,4395
34326,861
38795,1046
22951,10996
4173,3555
15698,607
29423,700
20335,8736
31650,767
10072,591
32594,802
53412,2670
34046,851
19040,621
43161,1389
13449,5522
5715,575
51745,2404
47583,1876
6155,3990
4568,3647
47503,1865
32524,798
14637,5911
51285,2360
5837,3918
22859,10891
46060,1734
8115,4350
43822,1443
35850,917
51669,2398
18037,614
39055,1058
13596,5562
43378,1410
33781,842
41402,1223
28189,666
45302,524
17881,7216
10431,4785
5843,3920
27993,658
47750,1892
45803,1710
16697,421
49083,2061
40078,1114
51640,544
16997,6787
37846,1002
13224,5461
12399,5233
17626,7098
42232,1291
6876,4129
39473,1079
29168,694
53140,2622
6500,4063
35294,473
43060,1377
30725,738
5756,3896
13061,5411
38135,1013
9220,4557
8267,4381
34613,470
13931,5668
18823,7711
39466,1079
23647,11681
47423,1851
24042,633
20299,8712
50290,542
21714,627
6028,3965
8203,4368
46433,1771
4322,3597
23768,11823
49957,540
29599,706
42772,1348
8280,4382
16423,6559
41733,1243
18045,614
44481,1596
47293,394
29441,701
48242,1951
27699,648
21276,9431
52007,2444
1982,3093
9552,4620
49305,540
33673,837
110,2761
29634,442
1050,557
32740,802
29288,436
33775,842
14083,5713
13029,600
39876,1103
17451,6999
38100,1013
14359,5814
24706,639
12768,5327
13298,5491
53181,2631
17043,612
20618,8917
52135,2468
13714,603
21171,9331
10992,4914
53280,552
19747,8316
3120,3325
44726,1616
6549,4072
49922,2184
13018,5408
42722,1341
30649,736
29609,706
51720,2401
4101,3536
41378,1221
29491,702
33519,829
6656,4093
16439,6564
15594,6256
28433,670
3413,568
51896,2431
44388,1582
17478,7018
22962,11010
42724,1341
42113,1277
14331,5805
3712,3452
1686,3032
4423,3613
27793,649
16068,6416
42165,1284
34548,870
49195,2077
17273,6915
31325,758
48302,533
43617,508
29498,702
29039,687
4068,571
18990,7817
35762,912
5995,3957
35874,918
36277,477
41763,1245
8113,4350
49545,2128
49731,2154
337,2803
5517,3850
20062,625
20904,9119
36720,954
4100,3535
38737,1044
39100,1061
17040,612
48462,1976
49716,2148
6485,4059
43992,394
4019,3521
42177,1286
20999,9215
52574,2536
12461,5249
39092,1061
46477,1777
41940,504
23620,11646
6869,4128
41598,391
39591,1084
2275,3157
36121,928
51563,2389
42338,1298
48730,2012
33286,462
19700,624
40332,1128
30756,740
37965,1007
42864,1357
15330,6156
52927,2591
36860,958
9650,4641
43555,1429
53431,2671
10943,4899
19019,7835
53164,2628
28831,683
323,2801
766,2858
1218,2939
49913,2183
45057,1641
31879,776
17675,7127
20007,8545
47403,1848
1692,3033
30741,739
30225,723
23806,11867
39707,1089
41770,1246
18961,7800
11378,596
9156,4540
12849,5357
48216,1949
8345,4398
33036,814
50859,2312
46500,1778
6437,4045
1876,3073
30954,449
7929,4317
49289,2093
49645,540
31881,776
48691,2006
13004,5405
46074,1736
33202,820
12428,5241
594,2838
18627,7602
30842,743
39977,1107
13520,5544
29754,709
503,2822
32168,787
31112,754
34602,470
9102,4528
12557,5277
12111,5166
3392,567
43590,507
47044,1819
1290,2952
31551,766
50998,544
12904,5375
20201,8643
32200,788
29060,687
17532,7056
11805,5090
41372,1220
1538,3001
20538,8860
21882,9954
48602,1996
44263,1576
20634,8928
10694,4845
34212,855
1356,2964
41485,1232
12652,5299
15303,6143
8655,4455
53172,2629
8536,4429
32579,801
2000,3099
30295,447
18617,7594
45820,1712
44530,1601
11244,4967
15502,6209
19172,7928
48363,1963
12161,5178
33247,825
32521,798
20972,9185
17998,7279
9850,4677
39910,1104
18596,7587
18750,7665
29576,705
6727,577
51723,2401
18192,7378
29833,710
43245,1400
41261,501
46705,1792
14877,5989
37401,983
44136,1561
14496,5855
16365,608
46573,1784
34070,851
27974,658
51100,2336
32254,789
49165,2072
19866,8419
52251,2487
19749,8317
31219,756
3981,3511
7925,4316
35703,911
37223,975
12502,5258
42100,1274
53565,2695
19665,8275
9618,4635
13629,5577
9467,4601
4225,3570
12325,5224
7273,4200
15061,6050
16135,6449
5738,3892
36218,932
49704,2147
46748,1800
22767,10789
16211,6479
10155,4727
21219,9366
14223,5765
41444,1229
37125,971
15543,6230
30743,739
16227,6488
8133,4355
3943,3502
41936,1263
2674,3239
34754,876
45114,1650
45822,1712
35859,917
4842,3709
40918,1179
4498,3629
35910,919
48732,2012
2180,3136
15836,6335
19186,7938
6168,3992
35951,475
53841,2739
2548,3207
16456,6573
13075,5412
43078,1378
52489,2523
46319,526
16805,6702
4355,3603
53253,2646
43564,1431
20237,8669
6503,4064
15133,6084
45484,1678
38165,1014
52691,2553
37063,968
8215,4370
43819,1443
286,2797
13225,5461
20259,8688
35090,886
32375,790
50712,2293
50431,2262
215,2781
22969,11019
34583,872
31687,769
5849,3920
14249,5773
45888,1720
34648,872
51162,2345
36070,924
7594,4256
50252,2234
53291,552
32299,454
11919,5124
31793,773
53355,2657
49406,2106
40204,1122
19580,8212
36850,957
12668,5303
32227,789
34193,854
31221,756
5436,3828
27381,647
16992,6787
965,2891
27706,648
23194,11202
5320,3806
48100,1935
23791,11851
30581,734
15759,6301
2481,3193
23035,631
1203,2936
14255,5775
289,2797
28235,666
46429,1770
39671,1087
3009,3304
27988,658
22284,10335
15379,606
52756,2562
5540,3856
31358,760
46600,1786
38634,489
1348,2962
20022,421
32430,792
43614,507
6621,4084
30097,720
13750,5606
19174,7928
51346,2363
11234,4964
33442,828
1059,558
19942,8489
52328,2496
38861,1050
39562,1080
12691,599
42502,1321
35329,898
48943,2045
22697,630
30680,737
52014,2445
13201,5456
26673,426
49766,2160
39009,1056
44396,1583
41569,1238
30132,720
23517,11524
4630,3667
40306,1125
53623,552
1741,3038
5870,3924
47390,1847
39927,1105
13117,5430
42968,1367
47083,1823
38914,1052
8239,4374
33600,462
28652,675
9272,4563
19622,8239
11585,5040
22032,628
45439,1672
817,2863
47358,1846
49810,2165
8105,4347
37364,982
42423,1312
29704,707
21858,9920
28898,684
32119,784
44861,1628
34381,863
44663,523
47974,532
46333,1758
12637,5292
36215,932
14819,5967
27774,648
41947,504
31021,749
8622,4446
45164,1654
36786,956
8461,4414
46788,1806
53167,2629
31865,776
48397,1967
1048,2907
48375,1964
31813,774
45970,526
23181,11190
5656,3881
8916,4494
20628,8924
6975,4151
8623,4446
14874,5989
22648,10694
43506,1422
48649,537
7930,4318
31893,776
47834,1906
36791,956
17825,7187
37305,979
43955,516
31778,773
36739,954
40649,1154
52755,2562
49353,2097
50216,2230
36993,964
31777,773
15408,6171
52131,2467
16591,6627
32990,812
10175,4732
35886,918
33588,833
47121,1828
7678,4274
8341,4397
2538,3205
33719,838
49768,2160
16607,6635
40492,1142
12287,5217
46842,1811
29773,709
2779,3254
29681,707
4467,3622
48214,1949
28439,670
4132,3543
31842,775
37213,974
9095,4524
36780,956
39251,1069
41044,1187
5022,3746
11609,5047
20967,9177
46763,1801
6278,4016
48217,1949
29695,707
22053,10082
18839,7722
41481,1232
34036,850
33892,844
2558,3209
42481,1318
47354,1845
17968,7262
39021,1056
10994,4914
1220,2939
27776,648
45539,1687
22381,10406
10917,4890
46794,1806
27875,654
11453,5006
9736,4657
10278,4754
4989,3740
9337,4580
5313,3804
20781,9016
27843,651
23299,11333
28504,673
36437,942
38352,1021
22349,10401
41342,1216
45614,1691
7316,4207
31752,772
36867,958
48876,2036
43187,1393
5852,3920
13857,5645
47848,1908
44557,1605
49529,2124
44000,394
33806,842
38780,1046
16542,6608
15788,6318
29624,440
14425,5824
35025,882
34040,850
3408,568
9544,4620
36950,480
12715,599
30907,745
12038,596
14252,5773
15378,606
48718,2011
51235,2353
20539,8860
13900,5656
4163,3551
555,2830
44734,1617
50674,2287
13777,5618
3221,3350
4261,3581
14326,5804
51707,2400
31567,766
10948,4899
46517,1781
20769,9007
41229,1207
187,2777
13047,601
13824,5633
53492,2683
16747,6669
28612,675
22030,628
6684,4101
52279,2493
29937,714
32658,802
46791,1806
9706,589
44821,1624
4812,3701
5793,3906
11882,5111
37748,998
3859,3478
14762,5940
9902,4687
7441,4231
18634,7602
44601,1607
53477,2681
8270,4381
47983,533
44076,1552
17582,7079
13283,5488
32317,789
29151,692
3733,569
13102,5424
11546,5029
2923,3288
7591,4256
12760,5324
20236,8668
19660,8270
47215,1838
13249,5476
1243,2945
18859,7730
49845,2170
8379,583
18417,7486
18738,7655
30464,732
12106,5166
46454,1774
11485,5016
2833,3267
889,2874
14803,5958
44470,1594
42814,1354
47333,530
6880,4130
50230,2232
11423,5002
33168,817
35795,913
18892,7748
41246,1208
7698,4276
20254,8685
12425,5241
3309,3370
31038,749
49852,2171
40381,1131
19126,7893
49797,2163
46213,1751
17066,612
47439,1855
51662,2397
19169,7925
48913,2041
16321,6532
8007,4328
37712,995
5836,3918
26701,645
25033,641
37994,1008
30378,729
20600,8905
28520,674
39295,491
40719,1160
32222,789
48959,2048
21737,9803
42709,1340
17110,6823
20958,9173
51157,2345
22611,10662
52299,548
1289,2952
31354,760
33415,828
47897,1914
35714,911
42171,1286
18966,7803
2253,3150
36743,954
48152,1941
425,2812
47854,1909
42924,1364
8835,4478
44987,523
7699,4276
38567,1035
15359,6165
29221,695
8932,4497
40271,493
38731,1043
44082,1554
47705,1884
5535,3854
38236,1018
4804,3699
36839,957
35119,886
20671,8954
17951,7256
20269,8693
456,2817
47452,1857
1620,3013
49835,2168
13441,5520
32751,803
10981,4911
23200,11206
34188,854
35261,895
17926,7240
11809,5090
17489,7026
37577,990
33535,829
37736,997
23583,11600
45911,1721
51451,2376
22145,10184
14041,605
5040,573
9627,4637
47980,532
49923,2184
47169,1835
10957,4901
19262,7990
11147,4942
36,402
37939,486
45019,1637
33431,828
36302,936
33297,462
7520,4242
14760,5939
38743,1044
34044,851
16828,6713
48874,2036
14302,5793
2346,3172
30873,743
53757,2724
29789,709
2237,3146
21550,9653
1238,2942
43018,1370
24702,639
21493,9587
50622,401
12300,5219
5114,3760
9446,4593
51567,2390
12698,599
31890,776
30110,720
38802,1046
34227,855
10169,4732
15642,6272
4424,3613
40706,1158
3707,3450
28863,684
17112,6825
19088,7862
51015,2327
39361,1073
17345,6961
40757,1163
9705,589
17282,6922
39252,1069
9815,4670
19257,7987
53290,552
14453,5833
32494,796
13828,5636
30694,737
29482,702
30896,744
33871,844
34456,865
2586,3216
39401,1076
21919,9996
47631,1882
40957,1179
45626,1692
13588,5559
17022,6795
29690,707
12139,5174
39254,1069
15657,6279
27368,646
35841,917
41801,1250
53663,2708
13398,602
2019,3105
32980,811
33004,813
18761,7667
28116,663
1680,3030
16920,6754
49074,2060
29532,704
34689,873
31947,776
9714,590
44267,1576
20276,8701
29954,445
53191,2633
46289,1755
49736,2154
11918,5124
26026,645
23286,11312
45282,1662
197,2777
14441,5831
32195,788
15042,605
27947,431
30495,732
49146,2068
33666,835
9973,4702
33784,842
5612,3873
46862,1813
38151,1013
32293,454
36622,478
5153,3768
9224,4558
46997,1817
39613,491
33682,837
51676,2398
17785,7164
31918,776
8322,4391
13138,5436
3212,3348
42915,1363
3895,3489
33033,814
19554,8185
14799,5955
11463,5010
5247,3789
20541,8863
51115,2338
23656,11703
33629,463
2529,3205
43227,1397
30232,723
15249,6124
39281,491
10989,4912
3353,3380
14074,5710
32410,791
34805,877
15137,6086
2194,3139
23337,11382
20309,8724
32403,791
40046,1112
15700,607
18196,7385
12233,5198
34074,851
35824,914
13280,5487
48561,1991
52810,2572
9248,4560
42623,505
43411,1412
38951,489
2376,561
3270,3360
35671,909
6266,4013
20238,8669
39442,1076
20690,8970
53051,2607
52395,2509
10399,593
17421,6981
2433,3183
53938,2757
10954,4900
50684,2288
14751,5938
20131,8592
43704,1436
44822,1624
35535,905
14129,5729
14098,5718
20749,8989
10186,4737
21810,9882
31435,764
17857,7204
10988,4912
38646,1040
14297,5789
5310,3803
8434,4407
52441,2514
53234,2642
28628,434
18183,7371
31324,758
19591,8217
13255,5479
48146,1940
27985,658
43028,1372
34133,854
29424,700
13266,5484
34030,850
32573,800
2146,3126
28303,432
8661,4455
34246,855
21249,9401
35981,921
37146,972
49572,2131
49782,2161
1573,3007
49052,2057
5863,3922
2217,3145
14994,6040
36881,958
40796,1169
47306,397
37424,984
7632,4265
1299,2954
42179,1286
49297,539
23303,11336
32931,810
41343,1216
6694,408
38330,1020
37843,1002
53722,2721
13756,5607
21652,9745
19597,8220
34262,465
28956,435
48129,1939
48238,1950
45716,1698
20013,421
874,2872
9661,4642
35165,891
40082,1114
53534,2691
50920,2319
45978,526
22152,10193
36239,934
3450,3388
41925,1263
51684,2398
41553,1236
48789,2022
30424,730
38346,1020
48353,1963
9169,4543
6353,4034
22830,10861
18512,7546
36250,935
35102,886
4095,3535
34248,855
23298,11333
2055,561
50631,402
32469,794
33987,847
47823,1904
51875,2428
6463,4053
15995,6399
9193,4547
12220,5197
34049,851
23498,11508
19568,8196
14004,5699
22377,628
30780,741
9536,4619
40103,1114
34982,880
7793,4289
30490,732
13118,5430
23079,11108
10362,4773
10760,4853
2012,3103
9861,4678
23301,11333
38828,1048
12040,596
1756,3044
15170,6097
7838,4301
46338,1758
42778,1349
44587,1607
17203,6872
7359,4218
9398,4586
15534,6224
30508,732
23707,631
22116,10145
29444,701
20533,8858
12260,5207
1046,2907
4957,3734
14862,5987
32265,789
38862,1050
217,2781
50733,2295
11758,5079
34359,863
29437,700
36115,927
30195,722
4159,3549
23664,11711
3615,3428
40382,1132
52624,551
10151,4725
33599,833
31269,449
14552,5880
10434,4785
8376,583
37923,485
49032,2054
49418,2106
49851,2170
39753,1094
7474,4234
9312,4578
4,335
42458,1316
18843,7724
12142,5174
4214,3567
32019,778
23111,11133
600,2838
37391,982
48903,2041
39044,1056
42636,1332
17113,6826
18818,7706
