,carat,x,z
18395,1.51,7.45,4.48
1328,0.7,5.72,3.52
13180,1.31,6.98,4.36
50144,0.71,5.72,3.55
44233,0.54,5.28,3.23
52956,0.24,4.04,2.39
29064,0.4,4.68,2.98
4493,1.0,6.53,3.82
44560,0.52,5.2,3.25
50004,0.7,5.72,3.54
36116,0.46,4.92,3.08
37255,0.31,4.4,2.67
33873,0.3,4.34,2.69
7400,0.33,4.5,2.72
37764,0.41,4.79,2.95
9924,0.92,6.26,3.86
15734,1.03,6.44,4.0
3425,0.7,5.73,3.5
619,0.71,5.7,3.55
39522,0.51,5.12,3.17
49448,0.51,5.17,3.15
37928,0.3,4.29,2.7
10895,1.02,6.41,4.02
4357,0.83,5.99,3.77
316,0.73,5.8,3.61
17934,1.48,7.18,4.49
39198,0.43,4.87,2.97
14220,1.14,6.69,4.18
44373,0.43,4.89,2.97
2430,0.73,5.74,3.58
8949,1.19,6.9,4.12
38903,0.33,4.49,2.75
16686,0.31,4.36,2.67
10641,0.9,6.23,3.84
575,0.8,5.94,3.67
10801,1.06,6.56,4.07
49870,0.53,5.19,3.24
34026,0.44,4.86,3.02
6851,1.0,6.3,3.98
14172,1.51,7.16,4.65
44684,0.5,5.08,3.14
36011,0.39,4.68,2.91
34135,0.32,4.4,2.72
38424,0.51,5.12,3.19
15120,1.2,6.8,4.15
48773,0.7,5.85,3.45
33066,0.32,4.41,2.71
5876,0.91,6.09,3.86
37011,0.33,4.55,2.7
3389,0.31,4.32,2.73
43937,0.3,4.4,2.6
16583,1.02,6.37,3.99
1333,0.74,5.85,3.6
14038,1.02,6.71,3.83
39352,0.52,5.13,3.24
9405,1.03,6.46,3.97
38801,0.31,4.34,2.71
21864,1.54,7.35,4.61
46706,0.7,5.75,3.51
7766,0.91,6.07,3.9
35050,0.42,4.77,2.99
18983,1.09,6.62,4.09
29219,0.34,4.5,2.79
48002,0.52,5.19,3.22
19614,1.11,6.63,4.14
35141,0.41,4.78,2.94
40964,0.37,4.64,2.84
15839,1.01,6.47,3.92
14535,1.2,6.76,4.23
3019,0.71,5.75,3.53
11120,1.05,6.43,4.05
20643,1.1,6.68,4.13
40749,0.4,4.76,2.93
49142,0.53,5.24,3.2
49045,0.71,5.6,3.57
13840,1.38,7.31,4.37
50985,0.31,4.33,2.71
37995,0.43,4.9,2.99
38705,0.37,4.58,2.87
39323,0.51,5.12,3.21
51858,0.77,5.87,3.63
14727,0.3,4.3,2.66
42395,0.53,5.27,3.25
31721,0.4,4.75,2.92
29382,0.31,4.32,2.7
44925,0.51,5.18,3.14
28435,0.3,4.3,2.68
36165,0.38,4.61,2.92
11319,1.23,6.85,4.29
5210,0.9,6.21,3.7
5574,0.94,6.34,3.76
52407,0.71,5.72,3.56
31595,0.2,3.86,2.3
43808,0.51,5.17,3.15
46401,0.51,5.12,3.19
46570,0.59,5.39,3.33
17384,0.34,4.46,2.83
43010,0.54,5.31,3.17
38628,0.31,4.33,2.68
44942,0.55,5.33,3.22
2510,1.02,6.41,4.0
28632,0.32,4.41,2.72
43374,0.5,5.12,3.11
11903,1.15,6.82,4.15
35079,0.3,4.27,2.68
35197,0.31,4.37,2.72
30167,0.32,4.37,2.76
45417,0.55,5.33,3.22
30242,0.33,4.46,2.74
5003,0.91,6.15,3.84
15627,1.01,6.43,3.99
53255,0.71,5.69,3.53
15610,1.21,6.81,4.24
7889,1.0,6.35,3.96
915,0.71,5.71,3.57
39924,0.42,4.86,2.9
40653,0.54,5.24,3.21
46808,0.77,5.86,3.66
43377,0.5,5.03,3.13
7239,1.01,6.29,4.02
6476,0.9,6.13,3.84
41721,0.5,5.03,3.18
30889,0.42,4.85,2.92
31242,0.31,4.38,2.7
43410,0.53,5.24,3.23
29679,0.41,4.73,2.99
2904,0.72,5.72,3.56
4262,0.76,5.87,3.63
17764,1.05,6.5,4.06
20909,1.66,7.73,4.54
18696,0.32,4.32,2.72
18697,0.3,4.28,2.71
37935,0.26,4.1,2.57
6018,0.9,6.15,3.87
38117,0.3,4.31,2.66
32151,0.28,4.2,2.64
11922,1.09,6.6,4.1
31613,0.26,4.12,2.56
45620,0.55,5.27,3.23
53137,0.72,5.78,3.47
50956,0.66,5.59,3.48
8578,1.04,6.53,3.92
4489,1.01,6.31,4.03
44526,0.5,5.07,3.17
53320,0.8,5.93,3.66
33274,0.28,4.22,2.58
15626,1.01,6.55,3.86
48278,0.53,5.2,3.22
17872,1.15,6.83,4.15
53907,0.7,5.68,3.48
42834,0.51,5.15,3.18
43549,0.52,5.14,3.19
10792,1.07,6.45,4.08
21994,1.53,7.48,4.49
34469,0.38,4.63,2.89
53153,0.71,5.71,3.53
33921,0.3,4.3,2.68
19199,1.0,6.32,3.98
776,0.7,5.8,3.45
49619,0.46,5.06,2.98
3690,0.9,6.06,3.8
10240,1.18,6.89,4.1
22732,1.0,6.34,3.97
29138,0.34,4.45,2.79
8811,1.2,6.66,4.18
3550,0.77,5.77,3.65
2406,0.72,5.7,3.58
20221,1.41,7.17,4.4
4764,0.9,6.1,3.88
23245,2.0,8.28,4.92
48915,0.63,5.49,3.44
35381,0.41,4.74,2.93
8120,1.34,7.08,4.3
19357,0.27,4.12,2.6
41963,0.23,3.9,2.44
20011,0.32,4.32,2.75
47865,0.52,5.14,3.15
33651,0.39,4.68,2.93
53849,0.56,5.3,3.25
3461,0.72,5.82,3.52
7871,0.9,6.06,3.87
22938,1.55,7.49,4.52
33512,0.4,4.71,2.96
793,0.8,5.88,3.69
19505,1.0,6.37,4.03
28794,0.27,4.15,2.57
20737,1.4,7.13,4.47
51089,0.7,5.74,3.44
44531,0.5,5.03,3.19
44520,0.51,5.08,3.16
37207,0.34,4.51,2.76
53804,0.72,5.87,3.48
45595,0.56,5.29,3.29
51758,0.65,5.53,3.42
6830,0.9,6.13,3.9
43314,0.55,5.25,3.26
9822,1.01,6.33,4.01
37680,0.42,4.81,2.99
2685,0.81,5.92,3.68
27946,0.31,4.32,2.68
19883,1.23,6.87,4.24
29755,0.3,4.27,2.68
37540,0.39,4.7,2.92
50867,0.71,5.71,3.5
47566,0.51,5.19,3.13
6567,1.12,6.72,4.08
41093,0.45,4.99,3.0
49917,0.7,5.69,3.5
41725,0.41,4.76,2.95
21618,1.51,7.39,4.47
8411,1.04,6.22,4.14
46282,0.5,5.02,3.16
32401,0.37,4.66,2.8
38493,0.42,4.78,2.97
43884,0.54,5.23,3.23
3377,0.31,4.33,2.71
34320,0.35,4.53,2.8
4260,1.0,6.27,4.01
53688,0.82,6.02,3.78
6802,1.05,6.58,4.03
22000,1.34,7.1,4.43
15474,1.05,6.52,3.97
48840,0.55,5.29,3.26
3553,1.0,6.4,3.99
47251,0.52,5.14,3.22
2065,0.32,4.35,2.73
9339,0.94,6.27,3.9
11867,1.12,6.9,3.99
45763,0.5,5.08,3.14
16806,1.01,6.47,4.0
9117,1.01,6.36,3.94
16441,1.06,6.58,4.04
31820,0.41,4.79,2.97
34321,0.36,4.52,2.8
33545,0.45,4.81,3.09
22330,1.7,7.64,4.7
18580,1.64,7.42,4.71
10031,0.33,4.36,2.78
42731,0.52,5.16,3.16
12529,1.04,6.41,4.05
23807,1.35,7.2,4.32
417,0.36,4.54,2.82
9133,1.0,6.37,3.9
17465,1.27,6.94,4.27
37448,0.3,4.26,2.65
48311,0.25,4.01,2.53
1484,0.74,5.8,3.58
18822,1.0,6.49,3.89
51842,0.71,5.65,3.53
13583,1.05,6.55,4.02
52591,0.72,5.72,3.58
49154,0.59,5.4,3.35
10306,1.02,6.57,3.91
10214,1.08,6.68,4.0
10803,1.06,6.58,4.06
11575,1.02,6.48,3.99
9005,0.93,6.22,3.85
15002,1.0,6.42,3.97
2758,0.9,6.04,3.87
35705,0.3,4.35,2.69
49514,0.5,5.14,3.15
31177,0.42,4.81,2.95
39620,0.35,4.52,2.79
7396,0.33,4.35,2.75
36064,0.38,4.66,2.89
50922,0.7,5.73,3.51
9221,1.03,6.51,4.07
2938,0.9,6.1,3.83
12183,1.21,6.84,4.27
36336,0.32,4.38,2.73
13619,0.95,6.37,3.83
14643,1.0,6.49,3.97
47680,0.51,5.12,3.2
9384,0.32,4.39,2.71
31055,0.38,4.6,2.93
330,0.74,5.74,3.66
13574,1.01,6.45,3.88
36697,0.34,4.47,2.75
40410,0.55,5.37,3.12
40279,0.32,4.41,2.75
27966,0.3,4.28,2.64
23151,1.02,6.48,4.0
48895,0.56,5.27,3.3
38955,0.31,4.32,2.75
916,0.84,6.13,3.73
4404,0.31,4.31,2.7
3905,0.72,5.73,3.57
40932,0.3,4.31,2.69
33734,0.31,4.37,2.7
41089,0.41,4.76,2.97
52786,0.72,5.74,3.6
45458,0.5,5.03,3.14
12584,1.11,6.73,4.03
41150,0.6,5.31,3.46
3351,0.82,5.98,3.73
8337,1.01,6.31,3.91
34326,0.4,4.71,2.98
38795,0.31,4.37,2.61
22951,1.59,7.45,4.62
4173,0.75,5.8,3.64
15698,0.29,4.25,2.65
29423,0.42,4.78,2.94
20335,1.5,7.38,4.52
31650,0.35,4.52,2.79
10072,0.35,4.54,2.81
32594,0.3,4.31,2.7
53412,0.77,5.82,3.67
34046,0.46,4.95,3.08
19040,0.3,4.32,2.65
43161,0.42,4.83,2.96
13449,1.02,6.51,3.98
5715,0.25,4.01,2.52
51745,0.63,5.66,3.37
47583,0.7,5.8,3.42
6155,0.9,6.06,3.78
4568,0.77,5.9,3.62
47503,0.58,5.37,3.31
32524,0.42,4.79,2.98
14637,1.01,6.45,3.86
51285,0.57,5.35,3.31
5837,1.0,6.32,3.95
22859,1.01,6.39,4.02
46060,0.53,5.11,3.28
8115,1.01,6.48,4.01
43822,0.51,5.1,3.23
35850,0.33,4.43,2.74
51669,0.7,5.65,3.52
18037,0.35,4.47,2.82
39055,0.39,4.91,2.8
13596,1.29,6.98,4.28
43378,0.55,5.31,3.21
33781,0.32,4.36,2.71
41402,0.5,5.07,3.18
28189,0.4,4.67,2.94
45302,0.3,4.26,2.67
17881,1.18,6.8,4.2
10431,1.06,6.47,4.07
5843,1.01,6.4,4.01
27993,0.3,4.28,2.67
47750,0.54,5.19,3.2
45803,0.5,5.06,3.14
16697,0.32,4.33,2.7
49083,0.6,5.41,3.36
40078,0.33,4.47,2.74
51640,0.31,4.31,2.69
16997,1.01,6.4,4.02
37846,0.33,4.43,2.76
13224,1.01,6.43,3.88
12399,1.12,6.78,4.09
17626,1.5,7.25,4.56
42232,0.53,5.21,3.18
6876,1.01,6.33,4.08
39473,0.41,4.76,2.92
29168,0.33,4.42,2.79
53140,0.71,5.68,3.55
6500,0.97,6.31,3.92
35294,0.3,4.23,2.66
43060,0.57,5.32,3.32
30725,0.41,4.72,3.0
5756,1.24,6.94,4.15
13061,1.03,6.46,4.02
38135,0.3,4.3,2.71
9220,1.04,6.49,4.02
8267,0.9,6.09,3.84
34613,0.27,4.14,2.56
13931,1.0,6.43,3.88
18823,1.26,6.92,4.3
39466,0.53,5.28,3.18
23647,1.52,7.45,4.44
47423,0.7,5.58,3.56
24042,0.43,4.91,2.88
20299,1.5,7.27,4.48
50290,0.31,4.32,2.68
21714,0.33,4.42,2.75
6028,1.0,6.28,3.89
8203,0.51,5.21,3.13
46433,0.59,5.39,3.32
4322,1.01,6.44,3.86
23768,1.65,7.53,4.68
49957,0.3,4.31,2.63
29599,0.35,4.46,2.81
42772,0.44,4.89,3.05
8280,0.9,6.1,3.88
16423,1.22,6.89,4.22
41733,0.41,4.77,2.98
18045,0.3,4.21,2.65
44481,0.5,5.02,3.19
47293,0.3,4.27,2.69
29441,0.38,4.6,2.9
48242,0.69,5.59,3.52
27699,0.32,4.41,2.73
21276,1.27,7.09,4.22
52007,0.6,5.39,3.35
1982,0.7,5.69,3.53
9552,1.26,7.01,4.19
49305,0.35,4.53,2.82
33673,0.3,4.36,2.63
110,0.8,5.96,3.67
29634,0.24,3.99,2.48
1050,0.33,4.46,2.79
32740,0.33,4.5,2.69
29288,0.31,4.36,2.72
33775,0.35,4.55,2.79
14083,1.01,6.57,3.85
13029,0.23,4.08,2.36
39876,0.56,5.28,3.28
17451,1.01,6.49,3.89
38100,0.36,4.62,2.82
14359,1.21,6.81,4.25
24706,0.41,4.79,2.96
12768,1.07,6.52,4.06
13298,1.03,6.52,4.01
53181,0.74,5.86,3.57
17043,0.28,4.23,2.64
20618,1.54,7.4,4.55
52135,0.74,5.79,3.59
13714,0.3,4.26,2.65
21171,1.2,6.78,4.24
10992,1.12,6.58,4.23
53280,0.3,4.28,2.71
19747,1.5,7.39,4.47
3120,0.7,5.75,3.52
44726,0.48,5.14,3.05
6549,1.01,6.25,3.94
49922,0.77,5.8,3.73
13018,1.2,6.7,4.22
42722,0.52,5.17,3.22
30649,0.4,4.73,2.93
29609,0.35,4.51,2.77
51720,0.7,5.6,3.6
4101,0.7,5.67,3.45
41378,0.41,4.77,2.94
29491,0.32,4.35,2.71
33519,0.41,4.77,2.95
6656,0.9,6.21,3.82
16439,2.22,7.77,5.44
15594,1.14,6.72,4.15
28433,0.3,4.28,2.66
3413,0.39,4.71,2.88
51896,0.78,6.01,3.58
44388,0.41,4.82,2.91
17478,1.2,6.8,4.22
22962,1.41,7.13,4.47
42724,0.6,5.54,3.25
42113,0.51,5.1,3.17
14331,1.16,6.73,4.18
3712,0.93,6.25,3.89
1686,0.55,5.35,3.26
4423,0.78,5.89,3.65
27793,0.37,4.55,2.87
16068,1.2,6.75,4.22
42165,0.52,5.18,3.19
34548,0.46,4.96,3.06
49195,0.55,5.27,3.24
17273,1.26,6.89,4.28
31325,0.32,4.4,2.73
48302,0.31,4.35,2.71
43617,0.26,4.11,2.58
29498,0.32,4.35,2.74
29039,0.4,4.69,2.98
4068,0.31,4.32,2.72
18990,1.03,6.59,3.92
35762,0.4,4.67,2.92
5995,1.03,6.51,3.99
35874,0.4,4.66,2.94
36277,0.3,4.29,2.68
41763,0.38,4.62,2.9
8113,0.92,6.21,3.89
49545,0.54,5.19,3.27
49731,0.7,5.69,3.55
337,0.77,5.93,3.62
5517,1.0,6.28,4.02
20062,0.31,4.34,2.65
20904,1.23,6.92,4.25
36720,0.41,4.71,2.99
4100,1.01,6.47,3.86
38737,0.32,4.42,2.75
39100,0.41,4.76,3.01
17040,0.28,4.25,2.59
48462,0.61,5.53,3.24
49716,0.72,5.73,3.54
6485,1.04,6.54,3.99
43992,0.3,4.28,2.68
4019,0.9,6.15,3.86
42177,0.43,4.83,2.99
20999,1.21,6.86,4.26
52574,0.7,5.71,3.52
12461,1.01,6.36,3.97
39092,0.41,4.87,2.9
46477,0.6,5.36,3.35
41940,0.29,4.21,2.66
23620,2.01,8.13,4.98
6869,1.07,6.62,4.04
41598,0.31,4.34,2.7
39591,0.41,4.79,2.99
2275,0.64,5.51,3.43
36121,0.36,4.58,2.82
51563,0.76,5.81,3.62
42338,0.52,5.1,3.17
48730,0.52,5.16,3.18
33286,0.31,4.31,2.75
19700,0.37,4.64,2.88
40332,0.4,4.72,2.92
30756,0.25,4.08,2.52
37965,0.41,4.77,2.91
42864,0.52,5.07,3.2
15330,1.22,7.01,4.14
52927,0.57,5.31,3.29
36860,0.42,4.79,3.0
9650,1.12,6.73,4.15
43555,0.52,5.14,3.21
53431,0.72,5.93,3.46
10943,1.01,6.29,4.02
19019,1.01,6.4,3.9
53164,0.84,6.04,3.8
28831,0.41,4.8,2.96
323,1.04,6.46,4.0
766,0.76,5.88,3.67
1218,0.72,5.71,3.57
49913,0.7,5.71,3.51
45057,0.62,5.85,3.18
31879,0.3,4.25,2.66
17675,1.01,6.52,3.97
20007,1.02,6.45,4.03
47403,0.56,5.3,3.25
1692,0.7,5.61,3.53
30741,0.43,4.79,3.06
30225,0.33,4.48,2.72
23806,1.73,7.67,4.71
39707,0.39,4.75,2.91
41770,0.54,5.25,3.2
18961,1.02,6.38,4.05
11378,0.34,4.46,2.83
9156,0.9,6.07,3.89
12849,1.08,6.57,4.07
48216,0.7,5.53,3.63
8345,1.02,6.4,4.03
33036,0.32,4.43,2.74
50859,0.7,5.8,3.43
46500,0.54,5.24,3.23
6437,0.91,6.15,3.84
1876,0.75,5.86,3.62
30954,0.32,4.33,2.73
7929,1.01,6.28,4.09
49289,0.51,5.1,3.2
49645,0.3,4.33,2.64
31881,0.3,4.27,2.71
48691,0.58,5.35,3.31
13004,1.21,6.74,4.2
46074,0.5,5.12,3.14
33202,0.37,4.66,2.86
12428,1.03,6.58,4.01
594,0.76,5.92,3.61
18627,1.02,6.41,4.03
30842,0.33,4.48,2.76
39977,0.5,5.1,3.14
13520,1.2,6.73,4.27
29754,0.3,4.27,2.66
503,0.7,5.82,3.46
32168,0.46,4.88,3.11
31112,0.3,4.29,2.71
34602,0.27,4.12,2.6
9102,1.01,6.36,3.96
12557,1.06,6.57,4.03
12111,1.01,6.3,4.06
3392,0.27,4.16,2.48
43590,0.31,4.36,2.68
47044,0.5,5.13,3.05
1290,0.7,5.7,3.54
31551,0.31,4.37,2.7
50998,0.31,4.3,2.68
12904,1.12,6.67,4.13
20201,1.57,7.44,4.62
32200,0.35,4.56,2.78
29060,0.4,4.72,2.88
17532,1.0,6.53,3.85
11805,1.06,6.53,4.04
41372,0.51,5.12,3.11
1538,0.9,6.16,3.83
20538,1.03,6.53,4.0
21882,1.5,7.48,4.47
48602,0.72,5.76,3.54
44263,0.53,5.23,3.21
20634,1.28,7.01,4.31
10694,1.03,6.52,4.04
34212,0.33,4.52,2.72
1356,0.75,5.84,3.61
41485,0.39,4.64,2.92
12652,1.0,6.34,3.97
15303,1.12,6.74,4.08
8655,1.02,6.41,4.0
53172,0.82,6.11,3.68
8536,1.05,6.63,3.95
32579,0.36,4.59,2.83
2000,0.94,6.16,3.86
30295,0.3,4.35,2.62
18617,1.06,6.53,4.04
45820,0.56,5.36,3.19
44530,0.54,5.25,3.16
11244,1.1,6.61,4.16
15502,1.2,6.63,4.23
19172,1.21,6.77,4.28
48363,0.56,5.33,3.24
12161,1.12,6.65,4.16
33247,0.36,4.62,2.78
32521,0.35,4.53,2.79
20972,1.51,7.28,4.5
17998,1.21,6.76,4.24
9850,0.9,6.13,3.84
39910,0.5,5.08,3.15
18596,1.12,6.62,4.15
18750,1.01,6.41,4.06
29576,0.41,4.71,2.99
6727,0.27,4.21,2.55
51723,0.7,5.74,3.45
18192,1.25,6.96,4.19
29833,0.38,4.68,2.89
43245,0.42,4.81,2.97
41261,0.36,4.49,2.84
46705,0.77,5.86,3.63
14877,1.54,7.63,4.38
37401,0.38,4.67,2.9
44136,0.59,5.39,3.36
14496,1.01,6.38,4.0
16365,0.33,4.41,2.76
46573,0.52,5.35,3.07
34070,0.3,4.3,2.6
27974,0.3,4.29,2.64
51100,0.56,5.29,3.29
32254,0.3,4.37,2.64
49165,0.71,5.6,3.61
19866,2.68,9.11,5.33
52251,0.7,5.74,3.51
19749,1.02,6.38,4.04
31219,0.32,4.4,2.75
3981,1.0,6.26,4.08
7925,1.04,6.48,4.01
35703,0.3,4.34,2.66
37223,0.43,4.82,3.01
12502,1.09,6.64,4.05
42100,0.51,5.19,3.15
53565,0.7,5.64,3.55
19665,1.2,6.82,4.21
9618,0.93,6.2,3.88
13629,1.06,6.55,4.07
9467,1.04,6.6,4.0
4225,0.6,5.41,3.34
12325,1.27,6.96,4.26
7273,1.04,6.43,4.06
15061,1.0,6.57,3.78
16135,1.01,6.37,3.96
5738,1.03,6.3,4.1
36218,0.36,4.58,2.83
49704,0.6,5.43,3.33
46748,0.51,5.08,3.21
22767,1.01,6.43,3.99
16211,1.07,6.66,4.02
10155,1.01,6.43,4.0
21219,1.18,6.9,4.13
14223,1.2,6.95,4.15
41444,0.54,5.37,3.11
37125,0.39,4.66,2.89
15543,1.25,6.83,4.24
30743,0.43,4.82,2.98
16227,1.01,6.39,4.0
8133,1.01,6.36,3.99
3943,0.72,5.72,3.57
41936,0.4,4.71,2.93
2674,0.7,5.85,3.39
34754,0.41,4.83,2.93
45114,0.7,5.74,3.54
45822,0.56,5.3,3.16
35859,0.4,4.72,2.96
4842,0.86,6.05,3.81
40918,0.39,4.76,2.88
4498,0.9,6.33,3.78
35910,0.4,4.74,2.94
48732,0.52,5.17,3.2
2180,1.0,6.38,3.96
15836,1.01,6.47,4.04
19186,1.21,6.83,4.2
6168,1.08,6.53,4.08
35951,0.3,4.29,2.67
53841,0.8,5.85,3.75
2548,0.83,6.0,3.74
16456,1.31,6.87,4.41
13075,1.26,6.88,4.24
43078,0.5,5.15,3.06
52489,0.51,5.17,3.14
46319,0.3,4.33,2.67
16805,1.01,6.52,3.95
4355,1.04,6.47,4.02
53253,0.72,5.73,3.51
43564,0.59,5.37,3.35
20237,1.5,7.33,4.53
6503,0.9,6.18,3.81
15133,1.25,6.98,4.23
45484,0.53,5.21,3.22
38165,0.34,4.48,2.77
52691,0.69,5.6,3.61
37063,0.43,4.94,2.94
8215,1.02,6.44,4.03
43819,0.51,5.09,3.24
286,0.81,5.94,3.66
13225,1.01,6.43,4.01
20259,1.01,6.45,3.97
35090,0.3,4.29,2.67
32375,0.45,4.96,3.05
50712,0.77,5.78,3.65
50431,0.71,5.68,3.57
215,1.01,6.39,3.94
22969,1.63,7.54,4.68
34583,0.32,4.37,2.75
31687,0.26,4.15,2.54
5849,1.0,6.42,3.92
14249,1.22,6.84,4.23
45888,0.54,5.25,3.23
34648,0.31,4.37,2.7
51162,0.59,5.45,3.33
36070,0.4,4.7,2.95
7594,1.0,6.43,3.96
50252,0.7,5.82,3.41
53291,0.3,4.28,2.72
32299,0.34,4.5,2.77
11919,1.3,6.9,4.35
31793,0.42,4.81,2.98
53355,0.8,5.93,3.7
49406,0.75,5.89,3.57
40204,0.53,5.12,3.26
19580,1.01,6.47,3.89
36850,0.37,4.63,2.91
12668,1.01,6.48,3.99
32227,0.31,4.35,2.7
34193,0.33,4.47,2.68
31221,0.32,4.39,2.74
5436,1.05,6.58,3.98
27381,0.41,4.68,2.99
16992,1.01,6.36,4.03
965,0.71,5.7,3.56
27706,0.36,4.57,2.8
23194,2.0,8.1,5.3
5320,0.9,6.14,3.76
48100,0.7,5.64,3.6
23791,2.08,8.31,4.98
30581,0.31,4.32,2.69
15759,1.02,6.41,4.02
2481,0.81,5.94,3.72
23035,0.33,4.48,2.72
1203,0.74,5.81,3.53
14255,1.0,6.5,3.95
289,0.71,5.73,3.52
28235,0.33,4.38,2.74
46429,0.54,5.38,3.12
39671,0.42,4.83,3.0
3009,1.0,6.22,4.08
27988,0.3,4.26,2.64
22284,1.21,6.88,4.19
15379,0.38,4.66,2.82
52756,0.7,5.63,3.54
5540,0.73,5.72,3.57
31358,0.41,4.85,2.89
46600,0.54,5.3,3.21
38634,0.31,4.39,2.63
1348,0.82,6.01,3.74
20022,0.32,4.35,2.73
32430,0.4,4.75,2.92
43614,0.34,4.48,2.73
6621,1.12,6.67,4.09
30097,0.32,4.42,2.73
13750,1.1,6.73,3.94
19174,1.43,7.1,4.61
51346,0.96,6.3,3.92
11234,1.08,6.55,4.1
33442,0.32,4.41,2.76
1059,0.31,4.4,2.75
19942,1.24,6.88,4.29
52328,0.73,5.76,3.54
38861,0.4,4.8,2.89
39562,0.36,4.56,2.81
12691,0.26,4.11,2.54
42502,0.46,4.96,3.05
35329,0.4,4.75,2.96
48943,0.8,5.89,3.68
22697,0.35,4.53,2.82
30680,0.4,4.71,2.94
52014,0.7,5.62,3.55
13201,1.24,6.95,4.22
26673,0.25,4.07,2.53
49766,0.5,5.05,3.17
39009,0.4,4.77,2.93
44396,0.5,5.08,3.21
41569,0.55,5.21,3.27
30132,0.32,4.39,2.77
23517,1.5,7.16,4.59
4630,0.73,5.79,3.56
40306,0.4,4.81,2.89
53623,0.3,4.28,2.67
1741,0.76,5.85,3.6
5870,0.91,6.1,3.89
47390,0.54,5.27,3.24
39927,0.31,4.38,2.71
13117,1.02,6.48,3.88
42968,0.5,5.13,3.15
47083,0.54,5.22,3.26
38914,0.33,4.47,2.74
8239,1.03,6.46,4.03
33600,0.31,4.39,2.59
28652,0.3,4.38,2.62
9272,1.01,6.24,4.04
19622,0.9,6.01,3.81
11585,1.2,6.7,4.22
22032,0.34,4.58,2.76
45439,0.35,4.55,2.8
817,0.72,5.91,3.5
47358,0.5,5.14,3.11
49810,0.5,5.13,3.14
8105,1.15,6.73,4.2
37364,0.4,4.7,2.94
42423,0.51,5.13,3.22
29704,0.32,4.42,2.75
21858,1.22,6.79,4.24
28898,0.3,4.24,2.71
32119,0.34,4.47,2.8
44861,0.51,5.18,3.16
34381,0.41,4.78,2.97
44663,0.24,4.02,2.48
47974,0.3,4.29,2.68
46333,0.5,5.03,3.15
12637,1.0,6.41,3.95
36215,0.36,4.55,2.82
14819,1.0,6.45,4.02
27774,0.32,4.39,2.73
41947,0.29,4.23,2.62
31021,0.37,4.56,2.9
8622,1.07,6.59,4.0
45164,0.5,5.08,3.14
36786,0.34,4.59,2.69
8461,1.08,6.55,4.07
46788,0.5,5.19,3.03
53167,0.55,5.28,3.24
31865,0.3,4.32,2.63
48397,0.64,5.5,3.43
1048,0.79,5.98,3.62
48375,0.7,5.67,3.42
31813,0.43,4.83,2.96
45970,0.3,4.22,2.69
23181,1.7,7.81,4.59
5656,0.9,6.13,3.86
8916,1.07,6.67,4.01
20628,1.0,6.56,3.96
6975,1.02,6.38,4.02
8623,1.07,6.58,4.05
14874,1.21,6.87,4.21
22648,1.54,7.33,4.6
43506,0.43,4.91,2.95
48649,0.34,4.42,2.82
7930,0.84,6.1,3.7
31893,0.3,4.32,2.67
47834,0.52,5.15,3.22
36791,0.34,4.53,2.81
17825,1.5,7.14,4.67
37305,0.31,4.32,2.69
43955,0.31,4.28,2.71
31778,0.42,4.74,2.99
36739,0.32,4.35,2.7
40649,0.5,5.04,3.16
52755,0.72,5.69,3.59
49353,0.56,5.32,3.29
50216,0.7,5.66,3.53
36993,0.5,5.1,3.19
31777,0.42,4.83,2.95
15408,1.32,6.98,4.36
52131,0.52,5.27,3.15
16591,1.06,6.54,4.09
32990,0.38,4.61,2.87
10175,1.0,6.3,4.01
35886,0.32,4.4,2.7
33588,0.41,4.68,3.04
47121,0.52,5.16,3.25
7678,1.01,6.17,4.0
8341,1.01,6.51,3.88
2538,0.9,6.32,3.72
33719,0.42,4.79,3.03
49768,0.5,5.1,3.15
16607,1.27,6.95,4.28
40492,0.42,4.78,2.96
12287,1.23,6.75,4.27
46842,0.7,5.48,3.7
29773,0.3,4.34,2.65
2779,0.74,5.86,3.58
29681,0.35,4.56,2.79
4467,0.7,5.6,3.55
48214,0.57,5.36,3.27
28439,0.39,4.68,2.88
4132,0.72,5.73,3.56
31842,0.41,4.79,2.89
37213,0.34,4.49,2.78
9095,1.08,6.58,4.06
36780,0.39,4.65,2.94
39251,0.37,4.63,2.85
41044,0.54,5.24,3.24
5022,0.74,5.85,3.59
11609,1.05,6.52,3.94
20967,1.07,6.55,4.06
46763,0.7,5.63,3.56
6278,0.9,6.23,3.82
48217,0.56,5.31,3.28
29695,0.31,4.39,2.67
22053,1.16,6.73,4.16
18839,1.4,7.22,4.43
41481,0.39,4.73,2.83
34036,0.43,4.87,2.99
33892,0.3,4.31,2.69
2558,0.79,5.94,3.65
42481,0.43,4.87,3.02
47354,0.5,5.07,3.23
17968,1.22,6.78,4.25
39021,0.43,4.84,2.97
10994,0.91,6.18,3.86
1220,0.8,6.03,3.59
27776,0.32,4.4,2.7
45539,0.51,5.17,3.13
22381,1.5,7.33,4.57
10917,1.11,6.62,4.13
46794,0.5,5.14,3.09
27875,0.44,4.89,3.06
11453,1.01,6.42,3.99
9736,1.16,6.71,4.14
10278,1.21,6.86,4.13
4989,0.72,5.72,3.57
9337,0.94,6.27,3.88
5313,0.74,5.84,3.59
20781,1.23,7.02,4.16
27843,0.31,4.3,2.71
